"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","TRd1a","TRd1b","TRd1c","TRd1dx1","TRd2dx2","TRd2","TRd3","TRd4","TRd5a","TRd5b","TRd6","TRd7","TRd9a","TRd9b","TRd9c","TRd9d","TRd9e","TRd9f","TRd9g","TRd9h","TRd9i","TRd9j","TRd9l","TRd9m","TRd11","TRd13a","TRd13b","TRd13c","TRd13cx","TRd14","TRd15","TRd16","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
613977,184,3,2,1,1,1,2,2000,52,2,1,1,17,6,2017,15,19,2006,32,1,1,2,1,1,1,NA,3,"",100,100,0,0,0,1,100,2015,3,1,2015,10,1,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,NA,NA,NA,1,2,0,2,2,"General Store",5239,100,-9,"",-7,80,20,0,NA,NA,NA,NA,2015,0,0,100,0,NA,NA,NA,3,3,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",2,1,1,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",-7,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,-9,NA,"",3,2,NA,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,-9,2,2,2,NA,NA,"",NA,1,"",4,0,1,2,2,1,0,0,NA,2,NA,NA,2,NA,NA,3,3,3,0,0,0,5,-7,NA,NA,NA,NA,NA,NA,NA,1,3,0,1,1,2,NA,NA,NA,NA,-7,-7,1,1,0,1,1,2,NA,NA,NA,NA,NA,"","University Abdou Moumouni In Niamey",3,"-9",NA,"-9",NA,3,3,1,1200000,NA,300000,-9,NA,NA,NA,"Director General",3,2,"",NA,NA,"",NA,NA,17,6,2017,15,55,2,2,1,NA,NA,1,2,3,0,1.19883990287781,1.5928612947464,2.57689213752747,9
613978,188,3,1,1,1,1,2,2000,51,3,1,1,13,6,2017,10,0,2014,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,1984,1,2,2002,35,2,2,"",2,NA,NA,1,60,1,0,NA,250000,1,100,2,NA,NA,NA,NA,NA,1,1,4,1,3,"Raw Gold",5142,100,102333000,"One Hundred Two Million Three Hundred Thirty Three Thousand",132252000,0,0,100,NA,NA,NA,NA,2007,-7,NA,0,100,2,NA,NA,2,4,0,0,100,"United Arab Emirates","Switzerland",2013,2,3,2,3,1,16,-7,1,0,2,2,-9,4,4,3,4,4,3,7,0,0,100,"Nigeria",10,1,1,NA,NA,NA,1,4,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",1,5000000,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",2,1,15,NA,2,NA,NA,1,0,0,100,0,0,0,0,NA,1,3000000,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,-9,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,2,1,2,2,2,NA,NA,"",NA,3,"",1,1,1,2,2,2,NA,0,NA,2,NA,NA,1,21,2,4,0,4,0,0,-7,6,6,NA,NA,NA,NA,NA,NA,NA,0,6,0,12,1,2,NA,NA,NA,NA,-7,-7,1,1,0,2,2,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,7,-9,NA,1200000,NA,NA,NA,NA,"Chief Administrative Officer",12,1,"",NA,NA,"",NA,NA,13,6,2017,10,43,1,4,1,NA,NA,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
613979,200,3,1,1,1,1,2,2000,51,3,1,1,17,6,2017,13,13,2006,32,1,1,3,1,1,1,NA,1,"",60,100,0,0,0,2,NA,2011,3,1,2011,15,2,2,"",2,NA,NA,1,-9,NA,NA,40,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,2,0,3,"Sea Salt",5122,80,6e+08,"Six Hundred Million",9e+08,70,0,30,NA,NA,NA,NA,2011,0,40,100,0,NA,NA,NA,3,2,100,0,0,"Ivory Coast","Ghana",2011,1,5,2,3,1,12,0,0,1,1,1,0,2,2,2,3,2,1,9,NA,NA,NA,"",6,1,1,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",-7,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",2,1,NA,200000,2,NA,NA,1,0,60,40,60,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,500000,0,1,1,1,1,NA,2016,3e+07,1,1,2,2,2,2,45000000,1,-9,1,1,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,3,"",3,2,1,2,1,2,NA,0,NA,2,NA,NA,2,NA,NA,2,3,4,4,0,0,6,3,NA,NA,NA,NA,NA,NA,NA,0,10,0,-9,-9,2,NA,NA,NA,NA,-7,-7,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,2,2,11,-9,NA,300000,NA,NA,NA,NA,"Director General",6,1,"",NA,NA,"",NA,NA,17,6,2017,14,23,1,4,1,NA,NA,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
613980,211,4,1,1,1,2,3,2000,50,3,1,1,21,5,2017,18,35,2014,32,1,1,-9,2,NA,NA,1,3,"",100,100,0,0,0,-9,NA,2015,7,1,2015,1,2,-9,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,45,2,NA,NA,NA,NA,NA,2,2,1,0,3,"Fuel Distribution",5050,70,-9,"",-7,100,0,0,NA,NA,NA,NA,NA,0,0,70,30,2,NA,NA,1,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,-9,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,1,-9,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,-9,-9,1,1,2,NA,NA,"",NA,1,"",3,-9,1,2,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,0,0,0,0,0,0,6,-7,NA,NA,NA,NA,NA,NA,NA,2,0,NA,NA,-9,2,NA,NA,NA,NA,1,1,1,1,0,1,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,0,-9,12,2160000,NA,1268965,NA,NA,NA,NA,"Manager",3,1,"",NA,NA,"",NA,NA,21,5,2017,19,45,1,1,1,NA,NA,1,1,4,0,4.40169286727905,5.77104330062866,10.2806177139282,7
613981,213,4,1,1,1,2,3,2000,50,3,1,1,25,4,2017,21,49,2014,32,1,2,NA,NA,NA,NA,NA,3,"",100,-9,-9,-9,-9,2,NA,2007,7,1,2007,7,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,40,2,NA,NA,NA,NA,NA,2,2,1,1,3,"Fuel Distribution",5050,60,-9,"",-9,100,0,0,NA,NA,NA,NA,NA,0,0,70,30,2,NA,NA,1,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,-9,NA,2,NA,NA,1,-9,-9,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,NA,NA,2,1,1,2,6,2,NA,2,NA,2,NA,1,1,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,1,"",2,2,1,2,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,3,2,0,0,0,1,5,5,NA,NA,NA,NA,NA,NA,NA,2,2,0,-9,-9,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,1,-9,-9,-9,NA,-9,NA,NA,NA,NA,"Manager",7,1,"Manager",7,1,"",NA,NA,25,4,2017,22,28,1,2,2,0,40,1,1,4,0,4.40169286727905,5.77104330062866,10.2806177139282,7
613982,218,3,1,1,1,1,2,2000,60,3,1,1,18,5,2017,15,12,2005,32,1,2,NA,NA,NA,NA,NA,3,"",100,0,0,0,100,2,NA,2012,4,2,-9,7,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,2,2,-7,-7,6,"Transport And Courier Services",6022,100,-9,"",-9,100,0,0,NA,NA,NA,NA,NA,-9,-7,0,100,-9,NA,NA,0,3,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,1,1,2,2,2,2,2,2,2,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,0,100,0,0,100,2,NA,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,4,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,6,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,2,2,2,NA,NA,"",NA,2,"",2,0,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,3,2,0,2,4,3,5,-9,NA,NA,NA,NA,NA,NA,NA,-9,4,0,12,0,2,NA,NA,NA,NA,-7,-7,-7,0,-7,-7,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,1,6,-9,NA,-9,NA,NA,NA,NA,"Director General",4,1,"",NA,NA,"",NA,NA,18,5,2017,15,56,2,3,1,NA,NA,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
613983,238,2,1,1,1,2,2,2000,72,3,1,1,30,5,2017,16,40,2002,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2008,4,1,2008,8,2,2,"",2,NA,NA,1,8,0,40,NA,500000,2,NA,2,NA,NA,NA,NA,NA,2,2,3,0,6,"Sale Of Equipment",7210,100,12500000,"Twelve Million Five Hundred Thousand",1.6e+07,100,0,0,NA,NA,NA,NA,NA,0,-7,0,100,2,NA,NA,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,2,60,100,40,60,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1500000,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,7,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,3,"",-9,0,1,4,2,2,NA,NA,0,2,NA,NA,2,NA,NA,0,0,0,0,2,-7,7,7,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,-9,2,NA,NA,NA,NA,1,1,1,1,0,1,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,0,2,8,3150000,NA,600000,NA,NA,NA,NA,"Manager",8,1,"",NA,NA,"",NA,NA,30,5,2017,17,40,2,2,1,NA,NA,1,1,2,0,1,1.11541867256165,2.09645295143127,3
613984,243,3,2,2,2,1,2,2000,51,3,2,2,1,6,2017,10,22,2021,32,1,1,3,1,1,1,NA,3,"",100,100,0,0,0,2,NA,2000,3,1,2000,17,2,2,"",2,NA,NA,1,4,1,0,5,NA,1,15,2,NA,NA,NA,NA,NA,2,2,1,1,3,"Fertilizers For Agriculture, Double Salts (Feed For Animals)",5121,100,7e+08,"Seven Hundred Million",5e+08,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,1,5,NA,2,NA,NA,0,30,25,70,0,0,0,30,NA,1,0,700000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,3,"",1,5,1,2,2,2,NA,90,NA,2,NA,NA,2,NA,NA,1,1,0,1,1,1,25,14,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,-9,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,1,7,3000000,NA,250000,NA,NA,NA,NA,"Manager",17,1,"",NA,NA,"",NA,NA,1,6,2017,11,16,2,2,1,NA,NA,2,2,3,0,1.56311190128326,1.6597113609314,1.51763164997101,24
613985,254,3,1,1,1,1,2,2000,51,3,1,2,9,6,2017,11,22,2006,32,1,1,5,1,1,2,NA,3,"",100,100,0,0,0,1,100,2011,10,1,2011,20,1,2,"",1,14,2,1,50,3,0,1,NA,2,NA,1,30,2,NA,NA,NA,1,2,4,2,3,"Cereals",5122,50,7e+08,"Seven Hundred Million",5e+08,80,20,0,NA,NA,NA,NA,2012,0,0,100,0,NA,NA,NA,4,4,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",5,6,6,NA,NA,NA,2,2,1,1,1,2,2,2,2,2,2,"",0,1,2,"The Main Innovation Is The Addition Of Audio-Visual Services To Cover Events","Completely New",1,"Rental Of Equipment And Furniture For The Office And The Home","Completely New",2,NA,NA,NA,50,50,0,50,50,0,1,30,2,NA,NA,"",2,1,NA,600000,1,NA,3000000,4,0,0,50,50,0,0,0,NA,1,50000000,57000000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,10000000,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,1,-9,-9,-9,1,1,3,"",1,NA,"",2,3,1,3,2,1,0,0,NA,2,NA,NA,2,NA,NA,3,2,4,0,0,0,30,20,NA,NA,NA,NA,NA,NA,NA,9,12,5,3,-9,2,NA,NA,NA,NA,2,2,2,2,0,2,2,1,2,1,1,2,2,"","University Abdou Moumouni In Niamey",4,"-9",NA,"-9",NA,2,2,6,7211000,NA,33378000,NA,NA,NA,NA,"Chief Executive Officer",6,2,"Administrator",6,1,"",NA,NA,9,6,2017,12,37,1,1,2,1,10,1,1,3,0,1.66440069675446,2.03083682060242,3.60691332817078,5
613986,264,4,1,1,1,2,3,2000,50,3,1,1,17,5,2017,9,31,2014,32,1,1,-9,2,NA,NA,1,3,"",100,100,0,0,0,-9,NA,2015,7,1,2015,11,2,-9,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,45,2,NA,NA,NA,NA,NA,2,2,1,1,3,"Sale Of Fuel",5050,65,-9,"",-7,100,0,0,NA,NA,NA,NA,NA,0,0,65,35,2,NA,NA,1,1,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,1,-9,-9,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,-9,-9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-9,-9,NA,NA,-9,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,-9,-9,-9,-9,-9,2,NA,NA,"",NA,1,"",3,-9,1,2,2,2,NA,-9,NA,2,NA,NA,2,NA,NA,1,1,0,1,1,1,7,-7,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,-9,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-9",NA,"-9",NA,"-9",NA,1,1,-9,-9,NA,-9,NA,NA,NA,NA,"Manager",2,1,"",NA,NA,"",NA,NA,17,5,2017,10,20,1,1,1,NA,NA,1,1,4,0,4.40169286727905,5.77104330062866,10.2806177139282,7
613987,276,3,2,1,1,1,2,2000,50,3,1,1,17,5,2017,17,13,2005,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2010,1,1,2010,7,2,2,"",1,14,2,1,40,3,0,0,NA,2,NA,2,NA,NA,NA,NA,NA,1,1,2,1,3,"Filters For Automobiles",5030,80,8e+07,"Eighty Million",2.8e+07,80,0,20,NA,NA,NA,NA,2013,0,0,20,80,2,NA,NA,4,0,0,100,0,"France","-7",2013,2,4,2,6,1,52,1,1,0,0,2,0,1,4,3,3,2,1,10,0,100,0,"France",5,1,5,NA,NA,NA,1,4,1,1,2,2,1,2,2,1,2,"",0,2,NA,"","",1,"The Innovative Process Is The Distribution Method Which Makes It Possible To Place The Filters In The Xxx Stations In Niamey  So That The Customers Do Not Have To Come Out To The Company","At The Outset, The Company'S Sales Were Limited",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,35,90,80,0,0,5,15,NA,1,17000000,0,80,NA,0,NA,0,NA,0,NA,5,NA,0,NA,15,NA,NA,2,NA,NA,1,1,1,1,NA,2016,6.2e+07,1,2,2,2,2,1,75000000,2,10400000,1,1,NA,1,2,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",-9,3,2,NA,NA,2,NA,0,NA,2,NA,NA,2,NA,NA,2,0,0,0,2,0,12,6,NA,NA,NA,NA,NA,NA,NA,5,21,19,1,80,1,NA,NA,NA,NA,1,1,1,1,0,1,1,1,2,2,1,1,2,"","-9",NA,"-9",NA,"-9",NA,3,0,12,3000000,NA,1000000,NA,NA,NA,NA,"Director General",5,1,"",NA,NA,"",NA,NA,17,5,2017,20,55,1,4,1,NA,NA,1,2,3,0,1.19883990287781,1.5928612947464,2.57689213752747,9
613988,282,2,1,1,1,2,2,2000,15,1,1,2,22,4,2017,9,55,2002,32,1,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2012,12,1,2012,23,2,2,"",2,NA,NA,1,8,-9,-9,NA,0,1,-9,2,NA,NA,2,NA,NA,1,2,4,0,1,"Bread",1541,100,368640000,"Three Hundred Sixty Eight Million Six Hundred Forty Thousand",241992000,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,1,3,-8,0,0,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,1,-4,2,1,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,2,"Previously, We Used Flour From Algeria, But Now We Use Flour From Another Producer","We Use A Different Kind Of Flour",2,"","",2,NA,100,-9,0,100,0,0,100,0,2,NA,NA,NA,NA,"",-7,2,NA,NA,2,NA,NA,-7,50,80,50,0,0,50,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",-9,-9,1,-9,-9,2,NA,NA,0,2,NA,NA,2,NA,NA,0,0,-9,3,-7,0,20,-9,4,16,-9,-9,-9,0,0,NA,-9,NA,NA,0,2,NA,NA,NA,NA,1,1,1,1,0,0,2,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,3,8,10000000,300000000,10000000,NA,600000000,-9,-9,"Chief Executive Officer",4,1,"",NA,NA,"",NA,NA,22,4,2017,11,15,2,2,1,NA,NA,1,1,2,0,1,1.11541867256165,2.09645295143127,3
613989,290,4,1,2,2,1,2,2019,51,3,2,1,24,4,2017,16,19,2001,32,1,1,58,2,NA,NA,1,5,"",-9,-9,-9,-9,-9,-9,NA,-9,6,1,2011,19,2,2,"",2,NA,NA,1,-9,NA,NA,NA,0,1,-9,2,NA,NA,NA,NA,NA,1,-9,0,0,3,"Fuel Distribution",5141,100,27721000,"Twenty Seven Million Seven Hundred Twenty One Thousand",-9,100,0,0,NA,NA,NA,NA,NA,-7,NA,-9,-9,-9,NA,NA,0,-7,NA,NA,NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",2,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,-9,0,-9,-9,-9,-9,-9,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,0,1,30,5,2,NA,2,NA,1,-9,1,-9,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,2,"",-9,-9,1,2,2,2,NA,NA,0,2,NA,NA,2,NA,NA,0,1,-9,-9,0,0,11,11,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,1,NA,NA,NA,NA,2,2,1,0,0,-7,-7,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,13,26207879,NA,902285,NA,NA,NA,NA,"Manager",19,1,"",NA,NA,"",NA,NA,24,4,2017,19,57,1,1,1,NA,NA,2,1,4,0,1.24554741382599,1.30503034591675,1.31401693820953,22
