"idstd","id","a4a","a6a","a2","a3b","a3c","a3","a13","a4b","a0","a3a","a6b","a14d","a14m","a14y","a14h","a14min","a12","a1","a1a","a7","a7a","a7b","a7c","a11","a9","b1","b1x","b3","b2a","b2b","b2c","b2d","b4","b4a","b5","b6","b6a","b6b","b7","b7a","b8","b8x","c3","c4","c5","c6","c7","c8a","c8b","c9a","c9b","c10","c11","c12","c13","c14","c15","c16","c17","c22a","c22b","c30a","c30b","d1a1a","d1a1x","d1a2","d1a3","d2","d2x","n3","d3a","d3b","d3c","d4","d5a","d6","d7","d8","d10","d11","d12a","d12b","d13","d14","d15a","d30a","d30b","e1","e2b","e6","e11","e30","AFe31","AFe32","AFe33a","AFe33b","AFe33c","AFe33d","AFe33e","AFe33f","AFe33g","AFe33gx","AFe34","h1","h2","h3x","h4x","h5","h6x","h7x","h8","h9","f1","f2","g6a","g6b","g6c","g1a","g1b","g1c","g2","g3","g4","g5a","g5b","g5bx","g30a","i1","i2a","i2b","i3","i4a","i4b","i30","k1c","k2c","k3a","k3bc","k3e","k3f","k3hd","AFk3a","k4","n5a","n5b","k5a","k5a1","k5i","k5i1","k5bc","k5bc1","k5e","k5e1","k5f","k5f1","AFk5hdj_a1","AFk5hdj_a1_1","AFk5hdj_a2","AFk5hdj_a2_1","AFk5e2","k4b","n5c","n5d","k6","k7","k8","k9","mc1","k10","k11","k13","k14a","k14b","k14c","k14d","k14e","k15a","k15b","k15c","k15d","k16","k17","k20a1","k21","k30","MMs1","MMs1a","MMs2","MMs3","MMs4","MMs5","MMs6","MMs7","MMs8","MMs9","MMs10","MMs11a","MMs11b","MMs11c","MMs11d","MMs11e","MMs11f","mc2","mc3","mc4","mc4x","mc5","mc6","mc6x","h7a","j2","j3","j4","j5","j6a","j6","j7a","j7b","j10","j11","j12","j13","j14","j15","j30a","j30b","j30c","j30e","j30f","h30","l1","l2","l3a","l3b","l4a1","l4a2","l4b","l5a","l5b","l5","l6","l6a","l8","l9b","l10","l11a","l11a1","l11b","l11b1","AFl11a","AFl11b","AFl11c","AFl11d","AFl11e","AFl11f","AFl11g","AFl12","AFl13a","AFl13b","AFl13c","AFl13d","AFl13e","AFl13x","AFl14a1x","AFl14d1","AFl14a2x","AFl14d2","AFl14a3x","AFl14d3","l30a","l30b","m1a","n2a","n2e","n2b","n2i","n2p","n6a","n7a","a15a1ax","a15a2a","a15a3","a15a1bx","a15a2b","a15b3","a15a1cx","a15a2c","a15c3","a15d","a15m","a15y","a15h","a15min","a16","a17","a18","a19h","a19m","stratificationregioncode","stratificationsizecode","stratificationsectorcode","stratificationpanelcode","wstrict","wmedian","wweak","strata"
619667,342,2,1,1,1,1,2,4400,55,3,1,1,11,7,2017,8,49,5154,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,1,100,2013,6,1,2013,5,1,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,NA,NA,NA,2,2,3,3,5,"Restaurants",5520,60,7500,"Seven Thousand Five Hundred",1400,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,3,3,NA,NA,NA,2,1,2,1,2,2,1,2,2,1,2,"",1,1,2,"Natural Fruit Juice Was Added To The Sandwich And Salad","Completely New",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",3,2,NA,NA,2,NA,NA,3,10,30,80,0,0,0,20,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,300,0,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,1,"",3,30,2,NA,NA,2,NA,NA,20,2,NA,NA,2,NA,NA,3,3,0,3,3,3,6,3,NA,NA,NA,NA,NA,NA,NA,4,0,NA,NA,4,2,NA,NA,NA,NA,0,0,0,0,0,0,0,2,NA,NA,NA,NA,NA,"","United Methodist University",3,"Lincoln College",3,"Maku Health Institute",3,1,1,1,1450,NA,1000,NA,NA,NA,NA,"Manager",5,2,"Manager",5,2,"",NA,NA,11,7,2017,9,42,1,1,2,1,0,1,1,2,0,26.2780990600586,33.096492767334,79.7329025268555,3
619668,354,1,1,3,2,1,4,6791,15,1,3,1,22,8,2017,15,14,5288,87,2,1,15,2,NA,NA,1,3,"",100,0,100,0,0,2,NA,2009,8,1,2009,8,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,2,2,3,1,1,"Fish, Chicken, Pig Foot,..",1511,100,33000,"Thirty-Three Thousand",19285,100,0,0,NA,NA,NA,NA,NA,0,0,0,100,1,7,2,3,2,1,6,2,2,0,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,100,9,0,100,0,0,100,0,1,7,2,NA,NA,"",3,1,6,NA,2,NA,NA,0,0,0,100,0,0,0,0,NA,1,5000,2500,70,NA,30,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,8500,1200,1,1,1,1,NA,2016,10000,1,2,2,2,1,2,21000,1,21000,2,1,NA,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,1,1,2,NA,NA,"",NA,3,"",2,5,1,4,2,2,NA,0,NA,2,NA,NA,2,NA,NA,4,3,1,0,0,0,11,5,6,5,2,2,2,2,2,NA,0,NA,NA,85,2,NA,NA,NA,NA,1,1,1,1,1,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,0,8,9000,3500,5500,NA,25550,-9,2100,"Manager",5,1,"",NA,NA,"",NA,NA,22,8,2017,16,42,1,2,1,NA,NA,3,1,1,0,3.7034957408905,3.8122251033783,6.4227499961853,18
619669,355,1,1,2,2,1,4,5400,52,2,2,1,5,8,2017,16,56,5641,87,2,1,15,2,NA,NA,1,4,"",50,0,100,0,0,2,NA,2000,6,2,2001,3,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,25,2,NA,NA,NA,NA,NA,2,2,1,0,2,"Drinks",5220,50,250000,"Two Hundred Fifty Thousand",11000,100,0,0,NA,NA,NA,NA,NA,50,5,50,50,2,NA,NA,0,1,NA,NA,NA,1,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,1,14,1,25,3,"",3,1,10,NA,2,NA,NA,1,5,25,50,0,0,0,50,NA,1,1000,3000,20,NA,10,NA,10,NA,10,NA,10,NA,10,NA,30,NA,0,1,600,5000,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,4,"",1,0,1,2,1,2,NA,5,NA,1,7,1,2,NA,NA,1,1,0,0,1,1,10,6,NA,NA,NA,NA,NA,NA,NA,0,5,0,10,2,2,NA,NA,NA,NA,0,1,0,0,0,0,0,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,1,8,11000,NA,5000,2000,NA,NA,NA,"Manger",3,1,"",NA,NA,"",NA,NA,5,8,2017,17,34,1,1,1,NA,NA,2,4,1,0,1.38172364234924,1.27010977268219,1.59215176105499,15
619670,362,1,2,1,1,1,2,6791,15,1,1,3,11,8,2017,15,16,3048,87,2,1,36,1,1,1,NA,4,"",33,0,100,0,0,2,NA,2009,20,1,2009,30,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,2,NA,NA,1,1,3,1,1,"Frozen Food",1541,100,50000,"Fifty Thousand",40000,100,0,0,NA,NA,NA,NA,NA,4,10,0,100,1,10,2,3,1,2,4,2,2,3,1,1,1,1,1,1,1,2,2,"",2,1,1,"One Thing We Weren'T Using That We Are Using Now Are Frozen Continers, Big Trucks And Fork Lift That Makes Dealing With The Transportation Easy.","Nothing Similar.",2,"","",1,5000,100,48,100,0,0,100,0,0,1,30,2,NA,NA,"",0,1,10,NA,1,15,NA,3,0,0,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,NA,2016,6000,1,1,2,2,2,2,6000,3,600000,1,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,1,"",1,10,1,4,2,2,NA,0,NA,2,NA,NA,2,NA,NA,1,1,0,0,1,1,250,150,200,50,70,80,50,150,40,NA,100,50,1,98,1,70,NA,0,NA,1,1,1,1,1,1,1,1,1,1,1,2,2,"","University Of Liberia",3,"United Methodist University",3,"African Methodist Episcopal Zion University",3,0,1,8,1000,3000,500,NA,18000,600000,500000,"Administration Manager",6,1,"",NA,NA,"",NA,NA,11,8,2017,16,23,1,3,3,1,10,1,2,1,0,1.26498651504517,1.71141803264618,2.45976161956787,5
619671,371,2,2,3,2,1,4,6791,50,2,3,1,7,8,2017,20,18,5288,87,2,1,4,1,1,2,NA,3,"",100,100,0,0,0,2,NA,2013,1,1,2013,14,2,2,"",1,14,2,1,6,24,0,-9,NA,1,80,2,NA,NA,NA,NA,NA,2,2,3,3,2,"Retail Sale Of Automotive Fuel",5050,80,65000,"Sixty Five Thousand",28500,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,1,0,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,-9,NA,"",3,2,NA,NA,2,NA,NA,3,0,-9,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,1,1,15,2,2,NA,2,NA,2,NA,1,2,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,5,"",2,5,1,5,2,1,0,0,NA,1,30,2,1,30,2,1,1,3,0,3,1,6,2,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,90,2,NA,NA,NA,NA,1,1,1,1,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,3,2,8,5480,NA,3750,-9,NA,NA,NA,"Chief Executive Officer",13,1,"",NA,NA,"",NA,NA,7,8,2017,21,43,2,2,1,NA,NA,3,5,2,0,1.23243951797485,1.19127142429352,3.04373121261597,23
619672,392,2,2,1,1,1,2,1400,45,3,1,2,25,8,2017,10,47,5154,87,2,1,2,1,1,1,NA,5,"",35,100,0,0,0,1,25,1992,6,1,1992,25,1,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,NA,NA,NA,1,2,3,0,4,"Building Of Bridges And Road",4520,90,300000,"Three Hundred Thousand",12000,100,0,0,NA,NA,NA,NA,NA,-7,NA,0,100,2,NA,NA,3,3,NA,NA,NA,-9,3,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",1,15000,NA,NA,0,100,0,0,100,0,1,90,1,NA,NA,"",3,1,2,NA,1,12,NA,3,0,75,20,80,0,0,0,NA,1,100000,1300,20,NA,0,NA,80,NA,0,NA,0,NA,0,NA,0,NA,NA,1,100000,1300,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,3,1,5,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,1,"",1,50,2,NA,NA,1,10,15,NA,2,NA,NA,1,90,1,3,3,3,3,3,3,30,30,NA,NA,NA,NA,NA,NA,NA,9,10,9,10,15,1,NA,NA,NA,NA,0,1,1,0,0,0,0,2,NA,NA,NA,NA,NA,"","Cuttington University",4,"University Of Liberia",4,"Stella Maris Polytechnic",4,3,3,8,18000,NA,5000,NA,NA,NA,NA,"Manager",25,1,"",NA,NA,"",NA,NA,25,8,2017,11,35,1,1,1,NA,NA,1,2,2,0,13.1674833297729,18.0387992858887,34.403736114502,7
619673,451,2,1,1,1,1,4,5400,50,3,1,1,29,8,2017,16,17,3855,87,2,2,NA,NA,NA,NA,NA,4,"",60,100,0,0,0,2,NA,2009,-9,2,-9,10,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,50,2,NA,NA,NA,NA,NA,2,2,2,0,6,"Retail Sale Of Automotive Fuel",5050,100,150000,"One Hundred Fifty Thousand",95000,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,0,NA,NA,NA,1,2,1,2,NA,NA,NA,NA,NA,NA,NA,"",0,2,NA,"","",2,"","",2,NA,NA,NA,100,0,0,100,0,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,1,-9,-9,100,0,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,2,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,2,2,2,2,NA,NA,"",NA,5,"",1,-9,1,4,1,2,NA,-9,NA,2,NA,NA,2,NA,NA,0,0,0,0,0,0,14,10,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,75,2,NA,NA,NA,NA,1,1,1,1,1,0,1,2,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,0,8,21500,NA,9000,NA,NA,NA,NA,"Manager",10,1,"",NA,NA,"",NA,NA,29,8,2017,16,53,2,2,1,NA,NA,1,1,2,0,26.2780990600586,33.096492767334,79.7329025268555,3
619674,740,1,2,3,2,1,4,6791,15,1,3,1,7,8,2017,11,17,5288,87,2,1,2,2,NA,NA,1,3,"",100,0,100,0,0,2,NA,2004,5,1,2004,13,2,2,"",1,60,2,1,50,4,0,10,NA,1,70,2,NA,NA,2,NA,NA,2,2,4,0,1,"Production Of Chicken, Fish, Pig Feet, And Poultry",1512,80,48000,"Forty Eight Thousand",6240,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,0,0,1,4,2,2,0,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,-9,70,100,0,0,100,0,0,2,NA,NA,NA,NA,"",3,1,4,NA,2,NA,NA,1,-9,-9,100,0,0,0,0,NA,1,35000,3600,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,4800,2000,1,1,1,1,NA,2015,15000,1,1,2,2,1,2,40000,2,15000,1,2,1,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,5,"",2,5,1,4,2,2,NA,0,NA,1,8,2,1,14,2,1,1,1,0,1,1,11,10,8,3,2,2,4,3,1,NA,0,NA,NA,100,2,NA,NA,NA,NA,1,1,1,1,1,0,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,3,0,2,11000,17275,3090,NA,35000,10000,15000,"General Manager",13,1,"",NA,NA,"",NA,NA,7,8,2017,12,59,2,4,1,NA,NA,3,2,1,0,2.34613394737244,2.62685632705688,3.50365352630615,22
619675,788,2,1,1,1,1,2,6791,50,3,1,3,15,9,2017,12,54,2288,87,2,1,2,2,NA,NA,1,3,"",100,0,100,0,0,2,NA,1996,15,1,1996,15,2,2,"",1,14,2,1,0,NA,NA,NA,12000,1,70,2,NA,NA,NA,NA,NA,1,2,1,3,6,"Spare Parts",5040,100,200000,"Two Hundred Thousand",184000,100,0,0,NA,NA,NA,NA,NA,0,-7,100,0,NA,NA,NA,2,2,NA,NA,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,"",1,1,1,"The Establishment Improve Their Service With An Electron Apps That Provide Share Data From One Employee Phone To Another Employee Phones. The Also Provide New Logistic From Other Officer From Impromen","Completely New",1,"A Small Truck","Completely New",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",0,2,NA,NA,2,NA,NA,0,80,70,40,60,0,0,0,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,1,1,1,1,NA,2012,700000,1,2,1,1,1,2,2000000,1,1,2,2,5,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,5,"",-9,10,1,8,2,1,15,10,NA,2,NA,NA,2,NA,NA,1,-9,0,0,0,1,125,115,NA,NA,NA,NA,NA,NA,NA,3,0,NA,NA,60,2,NA,NA,NA,NA,1,1,2,2,2,1,2,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,0,0,1,92200,NA,14400,NA,NA,NA,NA,"Assistant Manager",6,1,"",NA,NA,"",NA,NA,15,9,2017,13,34,1,4,1,NA,NA,1,1,2,0,26.2780990600586,33.096492767334,79.7329025268555,3
619676,850,1,2,1,1,1,3,5400,51,3,1,1,14,7,2017,11,45,5641,87,2,2,NA,NA,NA,NA,NA,3,"",100,100,0,0,0,2,NA,2012,5,1,2012,2,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,2,NA,2,NA,NA,NA,NA,NA,1,2,1,0,3,"Wholesale Of Xxx Juice",5122,35,6000,"Six Thousands",2600,100,0,0,NA,NA,NA,NA,NA,0,0,100,0,NA,NA,NA,1,1,NA,NA,NA,1,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",1,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",1,2,NA,NA,2,NA,NA,1,5,10,60,0,0,0,40,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,250,600,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,2,1,1,3,1,2,NA,2,NA,2,NA,1,5,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,5,"",1,0,2,NA,NA,1,0,5,NA,2,NA,NA,2,NA,NA,1,0,1,0,0,1,10,3,NA,NA,NA,NA,NA,NA,NA,4,6,2,2,5,2,NA,NA,NA,NA,1,1,1,0,1,1,0,2,NA,NA,NA,NA,NA,"","University Of Liberia",4,"",NA,"-7",NA,1,0,12,1600,NA,500,NA,NA,NA,NA,"Manager",2,1,"",NA,NA,"",NA,NA,14,7,2017,13,23,1,1,3,1,50,1,2,1,0,1.26498651504517,1.71141803264618,2.45976161956787,5
619677,874,1,2,1,1,1,2,6791,45,3,1,2,27,7,2017,10,36,3048,87,2,1,10,1,1,2,NA,4,"",50,0,100,0,0,2,NA,1980,2,1,1980,25,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,NA,NA,NA,1,1,3,1,4,"Sales And Installation Of Roofing Sheets",4520,80,90000,"Ninety Thousand",19000,100,0,0,NA,NA,NA,NA,NA,-7,NA,80,20,1,5,NA,0,3,NA,NA,NA,1,3,1,1,1,1,1,2,1,1,2,"",1,1,1,"Decree Is A New And Genuine Roofing Sheet That Was Added To The Business.","Nothing Similar",1,"Yes, We Just In A New Machine That Has A Dual Function In The Production Of The Aluminum, We Has Have An Electronic Cutter That Was Introduced To The Business, Make Production Of The Aluminium Easier.","Nothing Similar",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,1,NA,2,NA,NA,0,100,75,100,0,0,0,0,NA,1,3000,0,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,3000,0,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,2,2,2,2,NA,NA,"",NA,3,"",1,5,1,12,2,2,NA,NA,0,2,NA,NA,2,NA,NA,3,3,0,0,2,0,28,25,NA,NA,NA,NA,NA,NA,NA,2,3,0,3,14,2,NA,NA,NA,NA,1,1,1,1,1,1,1,1,2,1,2,2,2,"","-7",NA,"-7",NA,"-7",NA,1,1,2,9000,NA,10000,NA,NA,NA,NA,"Accountant",3,1,"",NA,NA,"",NA,NA,27,7,2017,12,9,1,1,3,1,44,1,2,1,0,1.26498651504517,1.71141803264618,2.45976161956787,5
619678,884,2,3,1,1,1,2,1400,45,3,1,2,22,8,2017,10,46,5154,87,2,1,3,1,1,1,NA,4,"",50,100,0,0,0,1,50,2015,5,1,2015,12,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,2,NA,NA,NA,NA,NA,1,2,4,2,4,"Building Of Houses",4520,80,76000,"Seventy Six Thousand",-7,100,0,0,NA,NA,NA,NA,NA,-7,NA,100,0,NA,NA,NA,3,3,NA,NA,NA,1,3,1,1,1,1,1,1,1,1,2,"",0,2,NA,"","",2,"","",2,NA,NA,NA,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,30,NA,2,NA,NA,3,0,0,100,0,0,0,0,NA,1,0,900,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,0,900,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,7,NA,2,3,1,5,1,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,"",NA,1,"",2,20,2,NA,NA,1,0,20,NA,2,NA,NA,1,9,1,3,3,3,3,3,3,20,-7,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,100,2,NA,NA,NA,NA,1,1,1,1,2,1,1,1,2,2,2,2,2,"","African Methodist Episcopal Zion University",3,"University Of Liberia",4,"African Methodist Episcopal University",3,3,3,15,15000,NA,300,NA,NA,NA,NA,"Ceo",2,1,"",NA,NA,"",NA,NA,22,8,2017,11,59,1,1,1,NA,NA,1,3,2,0,1.17578399181366,1.27518951892853,4.72625398635864,11
619679,889,2,1,1,1,1,2,6791,15,1,1,2,29,8,2017,10,37,3048,87,2,2,NA,NA,NA,NA,NA,2,"",40,0,0,0,100,1,20,2010,25,1,2010,7,2,2,"",1,-9,1,1,-9,NA,NA,NA,4000,1,98,1,1,1,2,NA,NA,1,1,4,3,1,"Production, Processing And Preserving Of Meat And Meat Products",1511,100,86700,"Eighty Six Thousand Seven Hundred",45600,100,0,0,NA,NA,NA,NA,NA,0,0,5,95,2,NA,NA,4,3,1,20,2,-9,3,2,2,NA,NA,NA,NA,NA,NA,NA,"",0,1,1,"Packaging Is New And We Now Deliver Food To Homes And Offices","People Love New Things. This Keeps Them Expecting New Promotions, They Keep Asking Questions About Our Product",1,"Purchasing New Equipment, Redesigning The Kitchen Floor Plan, Upgrading Daily Plans To Increase Efficiency And Speed Of Service","Updating Your Knowledge And Follow New Technology",2,NA,-9,-9,0,100,0,0,100,0,1,-9,1,NA,NA,"",3,2,NA,NA,1,NA,20000,4,-9,-9,0,100,0,0,0,NA,1,5000,8600,0,NA,0,NA,100,NA,0,NA,0,NA,0,NA,0,NA,NA,2,NA,NA,1,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,1,1,2,1,2,NA,NA,"",NA,3,"",1,5,1,10,1,2,NA,-9,NA,2,NA,NA,2,NA,NA,4,4,1,0,4,4,30,13,28,2,18,5,5,15,0,NA,0,NA,NA,100,1,100,NA,100,NA,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,"","Cuttington University",2,"Stella Maris Polytechnic",2,"University Of Liberia",2,1,4,14,15000,4000,1000,NA,30000,400000,13000,"C. E. O.",7,1,"",NA,NA,"",NA,NA,29,8,2017,11,54,2,3,1,NA,NA,1,1,2,0,26.2780990600586,33.096492767334,79.7329025268555,3
619680,901,1,3,1,1,1,3,5400,15,1,1,1,29,8,2017,8,23,5641,87,2,1,5,2,NA,NA,1,4,"",50,0,100,0,0,2,NA,2002,7,1,2002,8,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,50,1,7,1,2,NA,NA,2,1,1,0,1,"Fresh Food",1549,50,198000,"One Hundred Ninety Eight Thousand",53000,100,0,0,NA,NA,NA,NA,NA,5,0,75,25,1,3,1,0,3,1,50,2,1,3,1,1,1,1,2,2,1,1,2,"",1,2,NA,"","",2,"","",1,3000,25,10,0,100,0,0,100,0,2,NA,NA,NA,NA,"",3,1,10,NA,2,NA,NA,1,25,25,75,0,0,25,0,NA,1,900,1900,80,NA,0,NA,0,NA,0,NA,20,NA,0,NA,0,NA,NA,1,600,800,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,NA,1,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,5,"",4,0,1,4,1,2,NA,5,NA,1,14,1,2,NA,NA,1,1,0,0,3,1,12,6,10,2,4,4,2,0,0,NA,10,0,5,8,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","-7",NA,"-7",NA,"-7",NA,1,2,12,9800,5800,1000,NA,20600,500,6000,"Manager",8,1,"",NA,NA,"",NA,NA,29,8,2017,10,41,1,1,3,2,25,1,3,1,0,1,1,2.45595383644104,9
619681,974,1,2,1,1,1,2,6791,25,1,1,2,2,8,2017,13,11,3048,87,2,1,4,1,1,1,NA,4,"",50,0,100,0,0,2,NA,2015,15,1,2015,10,2,2,"",2,NA,NA,2,NA,NA,NA,NA,NA,1,100,1,7,2,1,2,336,1,2,3,2,1,"Water Plastic Manufacturing",2520,100,50000,"Fifty Thousand",-7,60,0,40,2,2,0,0,2015,0,0,0,100,1,50,2,3,0,2,3,2,2,3,1,1,2,1,1,2,1,2,2,"",1,2,NA,"","",2,"","",2,NA,100,156,100,0,0,0,100,0,2,NA,NA,NA,NA,"",0,1,1,NA,2,NA,NA,0,0,20,70,30,0,0,0,NA,1,25000,10000,100,NA,0,NA,0,NA,0,NA,0,NA,0,NA,0,NA,NA,1,15000,0,1,1,1,1,NA,2016,100000,1,1,1,1,1,2,100000,2,100000,2,1,NA,1,1,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,2,2,2,2,NA,NA,"",NA,3,"",3,3,1,12,2,2,NA,0,NA,1,7,2,1,7,2,3,3,1,0,0,0,26,-7,18,8,18,0,0,4,0,NA,0,NA,NA,40,2,NA,NA,NA,NA,1,1,1,1,1,1,1,2,NA,NA,NA,NA,NA,"","",NA,"",NA,"",NA,0,2,8,5000,4000,6000,NA,15000,90000,60000,"General Manager",2,1,"",NA,NA,"",NA,NA,2,8,2017,14,15,1,1,1,NA,NA,1,2,1,0,1.26498651504517,1.71141803264618,2.45976161956787,5
